record_code,location_id,location_name,latitude,longitude,timestamp,traffic_density,congestion_index,avg_speed_kmh,aqi,pm25,pm10,co2_ppm,temperature_c,humidity_pct,weather,risk_score,is_anomaly,anomaly_type,anomaly_explanation
URB-10873,LOC-01,Downtown Central,40.7128,-74.006,2026-07-28 21:55:42,171,0.7,17.7,97,44.9,78.7,542.5,21.4,87.5,Rain,61.1,False,None,
URB-10874,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-28 22:17:42,71,0.29,30.8,94,39.0,66.4,444.4,16.8,89.1,Fog,37.6,False,None,
URB-10875,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-28 22:29:42,46,0.17,40.4,89,38.6,75.0,429.6,17.6,73.0,Clear,27.2,False,None,
URB-10876,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-28 22:42:42,39,0.16,30.8,42,21.9,36.1,447.4,19.0,85.5,Rain,23.4,False,None,
URB-10877,LOC-05,North Residential,40.79,-73.96,2026-07-28 22:59:42,25,0.1,33.9,56,28.5,60.2,410.9,20.3,60.9,Haze,21.9,False,None,
URB-10878,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-28 23:10:42,23,0.1,61.2,40,14.7,27.7,420.1,19.4,69.0,Partly Cloudy,13.5,False,None,
URB-10879,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-28 23:26:42,67,0.24,48.0,96,44.0,85.9,439.5,17.7,85.7,Fog,28.9,False,None,
URB-10880,LOC-08,University District,40.729,-73.996,2026-07-28 23:43:42,45,0.15,42.5,57,21.8,41.5,423.3,18.3,66.3,Clear,19.7,False,None,
URB-10881,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 00:01:42,56,0.24,32.1,93,41.4,74.7,430.0,14.9,73.8,Haze,34.8,False,None,
URB-10882,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 00:13:42,64,0.22,37.4,68,34.6,70.4,462.7,18.3,67.9,Partly Cloudy,27.0,False,None,
URB-10883,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 00:25:42,45,0.18,37.6,90,37.8,69.0,428.1,17.3,73.0,Clear,29.1,False,None,
URB-10884,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 00:50:42,39,0.18,37.0,60,27.4,48.9,438.3,18.4,71.4,Clear,24.2,False,None,
URB-10885,LOC-05,North Residential,40.79,-73.96,2026-07-29 01:03:42,34,0.13,31.8,39,17.7,41.1,418.4,16.4,86.4,Rain,21.1,False,None,
URB-10886,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 01:11:42,26,0.11,60.2,44,23.7,38.2,410.6,16.5,66.5,Partly Cloudy,14.6,False,None,
URB-10887,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 01:32:42,74,0.34,38.1,99,50.2,86.3,475.1,15.1,73.2,Haze,36.9,False,None,
URB-10888,LOC-08,University District,40.729,-73.996,2026-07-29 01:46:42,32,0.12,29.3,43,22.0,35.1,412.8,15.6,93.2,Heavy Rain,22.7,False,None,
URB-10889,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 01:55:42,70,0.27,33.1,81,39.7,75.8,448.5,17.5,85.9,Fog,33.4,False,None,
URB-10890,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 02:10:42,76,0.35,36.9,78,38.3,75.5,454.9,18.5,67.6,Clear,34.2,False,None,
URB-10891,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 02:31:42,58,0.26,24.6,64,27.3,52.3,427.8,17.5,93.3,Heavy Rain,34.3,False,None,
URB-10892,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 02:46:42,48,0.18,40.6,53,25.5,45.7,449.5,17.6,69.7,Clear,21.2,False,None,
URB-10893,LOC-05,North Residential,40.79,-73.96,2026-07-29 02:57:42,30,0.12,29.5,37,13.2,32.8,440.6,15.9,94.6,Heavy Rain,21.5,False,None,
URB-10894,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 03:19:42,21,0.07,49.2,47,23.5,39.5,424.5,15.1,96.0,Fog,13.5,False,None,
URB-10895,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 03:25:42,59,0.2,58.0,82,33.5,66.0,462.5,16.6,65.5,Partly Cloudy,24.9,False,None,
URB-10896,LOC-08,University District,40.729,-73.996,2026-07-29 03:44:42,41,0.18,38.2,48,22.0,42.3,440.6,16.7,68.4,Clear,21.5,False,None,
URB-10897,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 04:00:42,61,0.27,30.5,85,42.1,75.8,455.6,18.7,83.4,Fog,35.4,False,None,
URB-10898,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 04:20:42,74,0.34,25.3,73,29.1,56.5,448.0,14.5,97.6,Rain,38.7,False,None,
URB-10899,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 04:33:42,58,0.23,32.6,94,45.6,82.8,441.0,15.4,75.2,Haze,34.3,False,None,
URB-10900,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 04:41:42,53,0.24,37.9,61,24.7,52.6,462.6,17.5,71.1,Clear,26.3,False,None,
URB-10901,LOC-05,North Residential,40.79,-73.96,2026-07-29 05:04:42,32,0.13,28.4,38,21.1,47.6,411.6,18.1,92.0,Heavy Rain,22.7,False,None,
URB-10902,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 05:15:42,27,0.11,50.4,55,21.5,39.1,437.6,17.3,64.8,Haze,16.5,False,None,
URB-10903,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 05:28:42,74,0.27,40.4,78,37.8,73.0,481.1,19.9,82.6,Heavy Rain,29.3,False,None,
URB-10904,LOC-08,University District,40.729,-73.996,2026-07-29 05:44:42,63,0.19,29.0,48,26.6,56.0,446.7,18.1,89.2,Rain,24.1,True,Traffic Bottleneck,Sudden vehicular surge of 63 vehicles/min exceeding corridor capacity.
URB-10905,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 06:01:42,171,0.73,15.7,81,34.1,57.5,532.9,20.8,87.1,Rain,60.5,False,None,
URB-10906,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 06:18:42,208,0.8,14.0,116,57.2,106.8,584.5,20.1,81.0,Heavy Rain,70.3,False,None,
URB-10907,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 06:25:42,141,0.54,27.7,108,49.4,85.9,518.3,18.7,70.3,Clear,51.6,False,None,
URB-10908,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 06:49:42,97,0.43,27.2,92,42.5,80.3,477.1,19.7,84.2,Fog,44.7,False,None,
URB-10909,LOC-05,North Residential,40.79,-73.96,2026-07-29 06:56:42,68,0.26,37.3,59,25.8,46.2,472.1,19.4,69.3,Partly Cloudy,27.1,False,None,
URB-10910,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 07:12:42,121,0.52,45.4,76,31.2,55.4,492.3,20.5,65.0,Clear,36.6,False,None,
URB-10911,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 07:29:42,314,0.98,14.1,156,72.9,128.3,694.3,22.9,83.2,Heavy Rain,84.5,False,None,
URB-10912,LOC-08,University District,40.729,-73.996,2026-07-29 07:48:42,156,0.7,25.1,101,41.7,73.1,537.0,21.9,57.2,Partly Cloudy,58.1,False,None,
URB-10913,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 08:04:42,328,0.98,10.8,149,67.5,123.0,682.0,20.0,87.1,Heavy Rain,84.9,False,None,
URB-10914,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 08:12:42,383,0.98,9.9,150,68.6,122.6,722.9,23.5,82.0,Rain,85.5,False,None,
URB-10915,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 08:33:42,277,0.98,11.6,217,96.8,181.9,661.3,21.7,66.8,Haze,93.4,False,None,
URB-10916,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 08:50:42,253,0.98,13.4,119,54.3,100.0,626.2,23.9,56.4,Clear,78.3,False,None,
URB-10917,LOC-05,North Residential,40.79,-73.96,2026-07-29 09:02:42,125,0.52,18.9,66,30.6,59.2,508.2,24.7,75.1,Rain,47.9,False,None,
URB-10918,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 09:10:42,116,0.48,31.9,69,35.8,72.1,488.8,22.8,81.1,Heavy Rain,40.3,False,None,
URB-10919,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 09:35:42,320,0.98,15.0,158,76.1,143.4,684.7,22.5,78.4,Heavy Rain,84.4,False,None,
URB-10920,LOC-08,University District,40.729,-73.996,2026-07-29 09:47:42,169,0.66,16.3,82,34.2,69.8,565.4,24.4,76.9,Rain,57.6,False,None,
URB-10921,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 10:02:42,196,0.72,18.2,131,62.7,111.8,571.7,26.9,77.5,Fog,67.6,False,None,
URB-10922,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 10:16:42,230,0.85,12.0,100,45.5,80.2,601.4,23.6,81.0,Heavy Rain,70.5,False,None,
URB-10923,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 10:33:42,185,0.65,26.8,143,60.6,109.8,565.9,23.1,60.7,Partly Cloudy,62.6,False,None,
URB-10924,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 10:45:42,159,0.65,18.2,75,35.1,71.1,538.8,24.3,75.5,Rain,55.0,False,None,
URB-10925,LOC-05,North Residential,40.79,-73.96,2026-07-29 10:57:42,90,0.33,26.1,64,25.8,47.4,493.6,22.7,76.2,Rain,36.4,False,None,
URB-10926,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 11:12:42,68,0.25,40.7,51,25.5,42.9,446.1,25.1,73.6,Rain,23.6,False,None,
URB-10927,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 11:29:42,183,0.73,33.1,122,60.1,104.6,569.0,23.8,61.7,Clear,59.0,False,None,
URB-10928,LOC-08,University District,40.729,-73.996,2026-07-29 11:46:42,138,0.61,27.3,86,35.7,73.8,516.2,27.5,51.8,Partly Cloudy,50.8,False,None,
URB-10929,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 12:01:42,198,0.73,15.5,100,44.8,90.5,564.3,26.1,77.9,Rain,64.0,False,None,
URB-10930,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 12:15:42,254,0.98,12.2,174,75.4,135.4,604.6,28.6,71.6,Fog,88.6,False,None,
URB-10931,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 12:35:42,145,0.52,30.7,118,53.8,102.7,525.1,25.9,52.6,Clear,51.1,False,None,
URB-10932,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 12:43:42,159,0.59,25.4,97,43.7,73.7,531.6,25.4,55.1,Clear,52.9,False,None,
URB-10933,LOC-05,North Residential,40.79,-73.96,2026-07-29 13:03:42,97,0.37,24.7,64,34.7,58.7,475.2,28.8,71.9,Heavy Rain,38.6,False,None,
URB-10934,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 13:11:42,63,0.22,39.8,42,23.8,45.3,436.6,26.3,79.2,Heavy Rain,21.2,False,None,
URB-10935,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 13:33:42,187,0.83,19.3,108,53.4,95.2,543.7,25.9,81.1,Heavy Rain,67.4,False,None,
URB-10936,LOC-08,University District,40.729,-73.996,2026-07-29 13:45:42,130,0.46,26.1,105,45.8,84.4,500.2,28.4,74.5,Fog,48.7,False,None,
URB-10937,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 13:57:42,204,0.9,15.0,133,59.0,104.0,575.3,26.0,51.7,Partly Cloudy,76.8,False,None,
URB-10938,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 14:18:42,223,0.77,14.8,103,48.6,96.4,582.0,27.3,74.6,Heavy Rain,66.4,False,None,
URB-10939,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 14:31:42,182,0.7,20.5,150,69.4,121.5,576.2,28.3,74.0,Fog,69.0,False,None,
URB-10940,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 14:42:42,149,0.53,20.5,86,40.7,82.8,534.9,27.4,74.7,Rain,51.0,False,None,
URB-10941,LOC-05,North Residential,40.79,-73.96,2026-07-29 15:04:42,190,0.58,24.8,94,39.7,73.6,482.4,26.4,59.7,Haze,45.1,True,Traffic Bottleneck,Sudden vehicular surge of 190 vehicles/min exceeding corridor capacity.
URB-10942,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 15:10:42,73,0.29,53.5,59,26.3,48.1,453.8,27.8,49.5,Partly Cloudy,24.4,False,None,
URB-10943,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 15:29:42,200,0.7,28.8,149,64.5,117.7,563.6,26.1,77.2,Fog,64.7,False,None,
URB-10944,LOC-08,University District,40.729,-73.996,2026-07-29 15:44:42,107,0.48,26.2,101,44.9,82.2,478.4,29.6,54.2,Haze,48.8,False,None,
URB-10945,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 15:58:42,194,0.88,13.7,100,44.3,88.4,557.4,27.1,71.3,Heavy Rain,70.8,False,None,
URB-10946,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 16:18:42,368,0.98,13.5,169,78.3,150.5,725.3,24.9,59.6,Clear,87.0,False,None,
URB-10947,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 16:32:42,265,0.98,11.9,175,75.0,143.4,648.5,28.4,75.5,Fog,88.9,False,None,
URB-10948,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 16:42:42,188,0.83,17.4,115,50.5,98.7,561.9,28.2,50.8,Partly Cloudy,69.6,False,None,
URB-10949,LOC-05,North Residential,40.79,-73.96,2026-07-29 16:55:42,160,0.71,15.7,86,39.9,80.9,547.4,29.2,72.1,Rain,60.6,False,None,
URB-10950,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 17:20:42,93,0.34,44.3,72,34.5,67.4,464.6,25.1,54.1,Haze,29.1,False,None,
URB-10951,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 17:35:42,358,0.98,16.7,245,107.1,201.7,719.6,24.3,58.2,Haze,90.8,False,None,
URB-10952,LOC-08,University District,40.729,-73.996,2026-07-29 17:41:42,200,0.72,22.7,102,45.6,78.3,593.6,27.6,56.5,Partly Cloudy,60.3,False,None,
URB-10953,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 17:58:42,339,0.98,11.0,126,59.8,105.3,687.7,27.5,70.1,Rain,80.8,False,None,
URB-10954,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 18:15:42,321,0.98,11.0,131,59.8,111.3,671.0,24.0,81.0,Heavy Rain,81.6,False,None,
URB-10955,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 18:35:42,249,0.98,12.8,190,83.6,156.0,600.6,26.7,73.8,Fog,91.1,False,None,
URB-10956,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 18:50:42,344,0.99,13.4,99,43.1,79.6,585.5,26.5,71.2,Rain,69.2,True,Traffic Bottleneck,Sudden vehicular surge of 344 vehicles/min exceeding corridor capacity.
URB-10957,LOC-05,North Residential,40.79,-73.96,2026-07-29 19:03:42,150,0.6,22.0,120,53.2,92.3,522.9,23.9,60.7,Haze,59.0,False,None,
URB-10958,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 19:10:42,106,0.4,48.2,68,28.5,46.6,474.4,25.6,54.7,Partly Cloudy,30.4,False,None,
URB-10959,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 19:32:42,329,0.98,17.0,206,95.5,171.4,704.5,22.3,80.3,Fog,90.7,False,None,
URB-10960,LOC-08,University District,40.729,-73.996,2026-07-29 19:43:42,161,0.63,20.4,109,48.1,90.5,543.0,24.0,75.6,Fog,59.1,False,None,
URB-10961,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 20:03:42,181,0.74,20.1,101,49.4,86.0,564.4,23.4,55.4,Partly Cloudy,62.2,False,None,
URB-10962,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 20:16:42,180,0.75,20.1,125,56.6,107.7,543.9,21.0,60.3,Partly Cloudy,66.8,False,None,
URB-10963,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 20:33:42,108,0.39,21.7,87,38.9,72.0,494.2,21.5,79.9,Rain,45.0,False,None,
URB-10964,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 20:41:42,98,0.42,21.2,68,30.8,56.3,494.1,24.0,82.2,Heavy Rain,43.1,False,None,
URB-10965,LOC-05,North Residential,40.79,-73.96,2026-07-29 21:02:42,80,0.33,27.8,77,38.9,74.2,471.3,21.8,61.0,Haze,37.8,False,None,
URB-10966,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 21:11:42,51,0.2,43.2,58,23.6,42.1,433.0,18.4,66.2,Haze,21.5,False,None,
URB-10967,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 21:32:42,152,0.69,31.5,118,52.6,100.7,527.7,20.5,60.3,Clear,57.5,False,None,
URB-10968,LOC-08,University District,40.729,-73.996,2026-07-29 21:46:42,84,0.3,35.6,71,32.2,53.8,478.1,18.0,69.5,Clear,31.6,False,None,
URB-10969,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 22:05:42,66,0.29,35.5,72,32.0,64.4,449.3,18.9,65.0,Clear,31.4,False,None,
URB-10970,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-29 22:18:42,84,0.29,23.3,71,34.1,69.5,488.5,20.0,82.6,Heavy Rain,37.4,False,None,
URB-10971,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-29 22:32:42,45,0.26,9.7,67,32.9,65.7,417.5,19.5,84.4,Rain,30.9,True,Severe Gridlock,Critical speed drop to 9.7 km/h indicating major arterial blockade.
URB-10972,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-29 22:42:42,44,0.15,28.0,43,22.7,39.6,440.0,19.5,84.3,Rain,24.5,False,None,
URB-10973,LOC-05,North Residential,40.79,-73.96,2026-07-29 22:56:42,32,0.13,40.3,44,24.1,50.9,414.8,21.4,64.8,Partly Cloudy,17.8,False,None,
URB-10974,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-29 23:18:42,22,0.08,50.8,55,24.6,54.0,400.7,20.1,86.2,Fog,15.3,False,None,
URB-10975,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-29 23:35:42,63,0.24,43.1,89,45.2,90.8,461.6,18.9,69.1,Haze,28.6,False,None,
URB-10976,LOC-08,University District,40.729,-73.996,2026-07-29 23:49:42,46,0.19,28.3,48,19.8,44.7,448.1,18.7,82.4,Rain,26.9,False,None,
URB-10977,LOC-01,Downtown Central,40.7128,-74.006,2026-07-29 23:57:42,64,0.22,26.9,56,29.0,57.1,439.9,16.7,85.0,Rain,30.2,False,None,
URB-10978,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-30 00:17:42,82,0.34,26.8,104,50.1,94.3,457.8,17.8,85.5,Fog,43.4,False,None,
URB-10979,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-30 00:31:42,55,0.22,32.2,114,48.8,95.7,446.8,16.0,69.2,Haze,37.6,False,None,
URB-10980,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-30 00:48:42,41,0.16,33.3,70,37.3,63.4,438.3,17.2,65.0,Haze,27.0,False,None,
URB-10981,LOC-05,North Residential,40.79,-73.96,2026-07-30 01:03:42,28,0.12,29.4,40,19.6,36.5,418.9,14.5,94.1,Rain,22.1,False,None,
URB-10982,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-30 01:14:42,25,0.11,49.7,48,21.6,37.0,419.0,15.6,96.1,Fog,15.3,False,None,
URB-10983,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-30 01:29:42,76,0.33,54.8,79,40.6,72.3,482.6,16.5,68.8,Partly Cloudy,29.5,False,None,
URB-10984,LOC-08,University District,40.729,-73.996,2026-07-30 01:50:42,41,0.17,40.7,50,22.5,46.9,437.3,16.2,71.0,Clear,20.2,False,None,
URB-10985,LOC-01,Downtown Central,40.7128,-74.006,2026-07-30 02:02:42,73,0.26,35.3,69,36.1,65.7,462.0,15.2,71.8,Partly Cloudy,29.8,False,None,
URB-10986,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-30 02:16:42,67,0.23,25.7,66,29.8,49.0,459.7,16.0,86.8,Heavy Rain,32.9,False,None,
URB-10987,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-30 02:27:42,56,0.24,34.7,102,47.0,82.5,426.3,16.5,93.1,Fog,35.1,False,None,
URB-10988,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-30 02:47:42,50,0.18,28.2,45,16.6,33.5,448.5,14.5,89.6,Rain,26.0,False,None,
URB-10989,LOC-05,North Residential,40.79,-73.96,2026-07-30 03:05:42,29,0.11,33.0,62,32.6,67.3,419.6,16.9,92.7,Fog,23.8,False,None,
URB-10990,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-30 03:11:42,25,0.11,58.9,45,25.8,54.7,418.3,16.1,69.7,Clear,14.8,False,None,
URB-10991,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-30 03:34:42,79,0.34,41.6,115,55.0,94.6,479.2,14.0,77.1,Haze,37.9,False,None,
URB-10992,LOC-08,University District,40.729,-73.996,2026-07-30 03:48:42,41,0.16,31.4,70,28.6,49.0,417.7,15.0,75.8,Haze,27.9,False,None,
URB-10993,LOC-01,Downtown Central,40.7128,-74.006,2026-07-30 04:00:42,73,0.32,32.9,81,37.4,66.0,444.6,17.5,64.5,Partly Cloudy,35.5,False,None,
URB-10994,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-30 04:14:42,73,0.32,30.9,90,39.4,69.2,463.4,17.3,71.7,Haze,38.1,False,None,
URB-10995,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-30 04:30:42,49,0.22,30.1,98,47.5,90.9,444.5,16.7,69.3,Haze,35.9,False,None,
URB-10996,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-30 04:44:42,42,0.15,31.0,46,21.8,47.3,436.1,15.0,87.6,Heavy Rain,23.6,False,None,
URB-10997,LOC-05,North Residential,40.79,-73.96,2026-07-30 05:02:42,34,0.16,34.9,58,31.4,61.2,429.1,17.8,88.5,Fog,24.1,False,None,
URB-10998,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-30 05:17:42,23,0.09,63.0,37,18.7,39.6,398.3,16.4,67.5,Partly Cloudy,12.6,False,None,
URB-10999,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-30 05:28:42,68,0.28,38.7,72,37.4,73.4,436.7,19.0,89.7,Rain,29.4,False,None,
URB-11000,LOC-08,University District,40.729,-73.996,2026-07-30 05:40:42,41,0.19,28.1,45,17.0,37.6,422.8,20.1,88.3,Heavy Rain,26.4,False,None,
URB-11001,LOC-01,Downtown Central,40.7128,-74.006,2026-07-30 06:03:42,143,0.62,23.9,105,45.0,90.7,541.2,20.8,61.1,Partly Cloudy,56.2,False,None,
URB-11002,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-30 06:14:42,198,0.85,19.7,114,49.7,95.9,589.4,17.2,67.2,Clear,69.1,False,None,
URB-11003,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-30 06:26:42,147,0.51,26.0,143,61.3,114.2,510.2,18.9,86.1,Fog,57.4,False,None,
URB-11004,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-30 06:44:42,94,0.37,30.6,95,45.1,87.5,488.4,18.7,88.4,Fog,41.1,False,None,
URB-11005,LOC-05,North Residential,40.79,-73.96,2026-07-30 06:59:42,76,0.3,23.9,50,27.2,47.7,463.7,19.1,90.9,Heavy Rain,33.8,False,None,
URB-11006,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-30 07:18:42,102,0.4,43.6,97,44.4,77.4,504.6,20.4,82.6,Fog,36.2,False,None,
URB-11007,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-30 07:31:42,299,0.98,17.2,214,99.9,178.0,669.6,20.6,60.9,Haze,90.6,False,None,
URB-11008,LOC-08,University District,40.729,-73.996,2026-07-30 07:45:42,184,0.78,18.9,118,53.1,93.2,549.0,21.3,81.3,Fog,67.4,False,None,
URB-11009,LOC-01,Downtown Central,40.7128,-74.006,2026-07-30 08:05:42,286,0.98,14.1,138,60.7,118.3,656.2,21.6,64.9,Partly Cloudy,81.3,False,None,
URB-11010,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-30 08:15:42,331,0.98,15.1,178,76.2,146.3,685.5,21.0,64.1,Partly Cloudy,87.8,False,None,
URB-11011,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-30 08:31:42,266,0.95,10.8,138,60.7,116.7,625.4,23.6,76.6,Rain,98.5,True,Multi-Vector Urban Risk,Combined extreme congestion (95%) and high particulate pollution.
URB-11012,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-30 08:46:42,224,0.96,11.3,91,38.6,75.3,601.3,21.7,80.2,Rain,73.7,False,None,
URB-11013,LOC-05,North Residential,40.79,-73.96,2026-07-30 09:04:42,165,0.75,16.3,74,39.2,74.4,539.1,25.9,78.2,Heavy Rain,59.8,False,None,
URB-11014,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-30 09:10:42,104,0.42,38.5,77,40.4,78.7,480.0,23.4,63.7,Haze,36.0,False,None,
URB-11015,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-30 09:27:42,523,0.99,15.9,188,85.9,154.0,653.9,23.9,81.8,Fog,89.1,True,Traffic Bottleneck,Sudden vehicular surge of 523 vehicles/min exceeding corridor capacity.
URB-11016,LOC-08,University District,40.729,-73.996,2026-07-30 09:45:42,211,0.83,14.6,91,43.7,84.2,572.3,23.4,79.5,Rain,66.8,False,None,
URB-11017,LOC-01,Downtown Central,40.7128,-74.006,2026-07-30 09:55:42,264,0.98,13.8,154,70.4,122.0,632.1,21.3,63.3,Partly Cloudy,84.2,False,None,
URB-11018,LOC-02,Midtown Financial,40.7589,-73.9851,2026-07-30 10:10:42,266,0.98,12.1,162,69.8,129.0,625.7,24.2,74.4,Fog,86.5,False,None,
URB-11019,LOC-03,Harbor Industrial,40.672,-74.009,2026-07-30 10:27:42,189,0.66,22.3,174,78.6,140.6,569.5,27.5,76.3,Fog,70.7,False,None,
URB-11020,LOC-04,Tech Corridor West,40.741,-74.004,2026-07-30 10:42:42,138,0.5,25.2,123,60.2,109.4,517.4,26.4,57.8,Haze,53.9,False,None,
URB-11021,LOC-05,North Residential,40.79,-73.96,2026-07-30 11:04:42,80,0.29,25.4,51,23.5,47.3,457.4,24.9,79.4,Heavy Rain,32.8,False,None,
URB-11022,LOC-06,Suburb South Ridge,40.63,-74.08,2026-07-30 11:19:42,83,0.35,35.9,124,47.2,49.7,457.3,24.5,76.3,Rain,29.3,True,Air Quality Hazard,"Hazardous particulate spike (AQI 124, PM2.5 47.2 µg/m³) detected near Suburb South Ridge."
URB-11023,LOC-07,Airport Transit Hub,40.6413,-73.7781,2026-07-30 11:33:42,247,0.94,15.4,118,51.8,102.3,606.5,24.8,75.8,Rain,75.5,False,None,
URB-11024,LOC-08,University District,40.729,-73.996,2026-07-30 11:45:42,108,0.48,29.5,82,40.3,73.2,505.6,25.6,56.0,Clear,43.8,False,None,
URB-11025,LOC-01,Downtown Central,40.7128,-74.006,2026-07-30 12:01:42,182,0.7,24.4,117,49.9,96.2,542.5,25.6,60.7,Partly Cloudy,61.3,False,None,
